recipe_id,food_id,요리,레시피 고유 번호,레시피 제목,요리명,요리 소개,스크랩수,재료,요리인분,요리 난이도,요리 시간,img
47,11,주먹밥,4896325,베이컨말이 주먹밥 만들기,베이컨말이주먹밥,봄소풍도시락 한입에 쏙 베이컨말이주먹밥입니다.,7009,[재료] 베이컨| 호박| 당근| 밥 [양념] 굴소스 1TS,2인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/47/47_recipe_img.jpg
48,11,주먹밥,6905992,초간단 고추참치마요 삼각주먹밥 만들기,고추참치마요삼각주먹밥,매콤 달콤한 고추참치로 삼각주먹밥을 만들어보았어요~!!♡♡♡ 바쁜아침에 간단하게 만들 수 있어 좋고 불을 사용하지 않아서 더욱 간편한 레시피랍니다~!!♡♡♡ 도시락 메뉴로도 강추드려요~!! 고추장양념을한 밥과 매콤 달콤한 고추참치마요가 너무 잘어울리더라구요♡♡♡ 꼭한번 만들어보세요 후회안하실거에용~!!,5887,[재료] 밥 2공기| 고추참치 1캔| 김 적당량 [밥양념] 고추장 2큰술| 설탕 1큰술| 참기름 2큰술 [고추참치마요 양념] 마요네즈 1큰술,2인분,아무나,15분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/48/48_recipe_img.jpg
49,12,볶음밥,6842991,고추장참치볶음밥 : 맛있고 간단하게 한끼 해결!,고추장참치볶음밥,혼자먹는 점심 대충 먹느라 제대로 챙겨 먹는게 어려웠는데요  집에있는 간단한 재료들로 맛있는 참치볶음밥 완성된답니다. 혼자 먹는 한끼도 맛있게 먹는거 어떠세요 ?,12826,[재료] 달걀 1개| 다진파 4T| 다진마늘 1/2T| 참치캔 100ml| 간장 1/2T| 고추장 듬뿍 1T| 참기름 1T| 찬밥 1인분| 김가루 조금| 깨,1인분,아무나,10분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/49/49_recipe_img.jpg
50,12,볶음밥,6733300,참치 알리올리오 볶음밥 ,참치알리올리오볶음밥,찬밥 처리에 최고! 마늘향이 은은한 고소한 참치 볶음밥이에요.,12314,[재료] 밥 1공기| 마늘 5개| 참치 2스푼| 올리브유 약간| 달걀 1개 [양념] 소금 약간,1인분,초급,15분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/50/50_recipe_img.jpg
51,12,볶음밥,6833978,집밥 백선생 아삭아삭 콩나물볶음밥,콩나물볶음밥,쉽고 맛있는 백선생님 레시피 ! 닭갈비  곱창 등 먹고난뒤 볶아먹는 볶음밥 느낌도 나고 맛나더라구요 ~  아삭아삭 씹히는 콩나물이 짱짱 !,9130,[재료] 콩나물 1줌| 대파 1대| 다진햄| 다진야채(기호껏)| 밥 1공기| 계란 1알| 김가루 약간 [양념] 고추장 1숟갈| 고춧가루 1숟갈| 간장 1숟갈| 설탕 0.5숟갈| 맛술 1숟갈| 다진마늘 1숟갈,1인분,아무나,15분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/51/51_recipe_img.jpg
52,12,볶음밥,6884578,만두볶음밥 만들기  간단한 한 끼 식사로 제격 ~ ,만두볶음밥,오늘은 간단한 한 끼 식사로 딱 좋은 만두 볶음밥을 만들어보았어요.,8742,[재료] 만두 3개| 밥 1공기| 다진 마늘 1큰술| 식용유 3큰술 정도| 굴소스 1작은술~취향껏| 참기름 1큰술| 통깨 적당량| 후추 약간,1인분,아무나,10분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/52/52_recipe_img.jpg
53,12,볶음밥,6894367,스팸요리 - 매콤한 스팸 볶음밥 만들기,스팸볶음밥,한그릇요리,8185,[재료] 스팸 1/2(작은 사이즈)| 밥 1.5공기| 대파 1대| 달걀 2개 [양념] 고추장 1스푼| 간장 1스푼| 맛술 1스푼| 다진 마늘 0.5스푼| 설탕 0.5스푼| 참기름 0.5스푼,2인분,아무나,60분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/53/53_recipe_img.jpg
54,13,일반비빔밥,6898328,참치 비빔밥,참치비빔밥,집에서 간단하게 만들어먹는 참치비빔밥. 간단하지만 맛은 훌륭합니다!,13976,[양념재료] 참치캔 1/2캔(100g)| 고추장 1.5스푼| 고추가루 1큰술| 간장 1큰술| 설탕 1큰술| 올리고당 1큰술| 참기름 1큰술 [밥재료] 밥 1공기| 상추 3장| 김 1줌| 계란 1개,1인분,아무나,5분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/54/54_recipe_img.jpg
55,13,일반비빔밥,6867650,다른 반찬이 필요없는  매운 어묵 비빔밥~*,어묵비빔밥,다른 반찬이 필요없는 어묵 양념 비빔밥  재료 착한 가격에 손쉽게 만들어 먹을수 있어 좋아요,11773,[재료] 사각어묵 3장| 땡초 2| 통마늘 3 [양념] 고추장 1+1/2큰술| 굴소스 1| 올리고당 1| 고춧가루 1| 후추 톡| 통깨 솔솔| 올리브유 조금| 맛술 1| 참기름 1티스푼,2인분,아무나,15분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/55/55_recipe_img.jpg
56,13,일반비빔밥,6839413,비빔밥 만들기~,비빔밥,우리나라의 전통음식 비빔밥 레시피입니다!,9791,[재료] 돼지고기 100g| 애호박 1/5개| 양파 1/2개| 당근 1/3개 [양념] 고추장 2T| 간장 2T| 설탕 1.5T| 깨소금 1t| 참기름 1t| 식초 1T,1인분,아무나,15분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/56/56_recipe_img.jpg
57,13,일반비빔밥,6872531,반찬 없을 때~~~콩나물 비빔밥이 진리!!!,콩나물비빔밥,반찬이 없어 걱정일 때 진정한 효자 메뉴  콩나물 비빔밥,8504,[재료] 콩나물 2봉지| 물 6컵(1422ml)| 소금 1작은술 [양념장] 간장 6큰술| 설탕 2큰술| 깨소금 2큰술| 간마늘 1/2큰술| 고춧가루 1큰술| 파(잘게썬 것) 4큰술| 참기름 1큰술| 매운고추 적당량,4인분,아무나,60분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/57/57_recipe_img.jpg
58,13,일반비빔밥,6871626,[혼밥메뉴]간단 열무비빔밥 만드는법 양념장 만드는법,열무비빔밥,외식도 싫고 배달음식도 싫고 집밥이 땡기는날.   그래서 냉장고 속을 뒤적뒤적 거려보니 친정엄마표 열무 김치가 보이더라구요.  그래서 오늘은 친정엄마표 열무김치로 열무 비빔밥을 만들어 보았어요^^,5730,[재료] 밥 1공기| 열무 1/2밥공기양| 참치캔 100g(제일작은사이즈)| 계란 1개 [양념재료] 고추장 1스푼| 참기름 1스푼| 올리고당 1스푼| 깨 1스푼| 마늘 1/3스푼| 간장 1스푼,1인분,아무나,10분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/58/58_recipe_img.jpg
59,14,전주비빔밥,6868458,"전주비빔밥, 전주가 고향이신 엄마께 전수 받은 엄마를 위한 음식",전주비빔밥,"전주가 고향이신 엄마께서는 유난히 음식솜씨가 좋으신데다 건강을 중요하게 생각하시는지라 저희집 냉장고엔 다른 밑반찬들 뿐만 아니라 언제나 볶은 고추장과 각종 나물 반찬이 3-4가지씩은 있었고 그 덕분에 언제든지 비빔밥을 쉽게 만들어 먹을 수 있었답니다. 누구나 '엄마의 시그니처메뉴 OOO이 먹고 싶다'가 있을텐데, 전 그 중 제일이 비빔밥인 것 같아요. 제가 엄마가 되고보니 그게 솜씨는 물론이고 보통 부지런과 정성이 없이는 안된다는 걸 알겠더라구요. 마침 엄마 생신이 열흘 앞으로 다가와 전통 전주비빔밥에 들어가는 나물들을 친정엄마의 레시피로 정리해봅니다. 해외배송으로 보내드리고 싶네요. ㅠㅠ",0,[주재료군] 소고기다짐육 250g | 고추장 간소고기동량의부피 | 피클오이 10개=조선오이5~6개 | 무 중간크기 1개 | 그레이호박 5개=조선호박2-3개 650g | 콩나물 1봉지 450g | 당근 5개 [양념군] 간마늘 | 다진파 | 가는소금 | 굵은소금 | 설탕 | 꿀 | 매실청 | 새우젓 | 멸치액젓(참치액) | 굵은고추가루 | 깨소금(볶은통깨) | 참기름 | 식용유 | 식초,4인분,신의경지,2시간 이상,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/59/59_recipe_img.jpg
60,14,전주비빔밥,6923972,솔로들의 불타는 화를 잠재워줄 전주비빔밥 표 불닭비빔밥 ★,전주비빔밥,몇시간만 있으면 24일인데!!! 불닭소스때려 넣어 전주비빔밥을 만들어서 `화를 다스려 야겠어요~!,0,[불닭고추장재료] 소고기다짐육 1종이컵 | 고추장 4굳가락 | 물 3숟가락 | 간장 1숟가락 | 캡사이신가루 1숟가락 | 후추  약간 | 설탕 1숟가락 | 꿀 1숟가락 [비빔밥재료] 당근 1/2개 | 애호박 2개 | 달걀 2개 | 시금치 1줌 | 표고버섯 1게 | 밥 적당량 [선택재료] 불닭소스,1인분,아무나,20분 이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/60/60_recipe_img.jpg
61,15,삼선볶음밥,6932807,삼선볶음밥 맛있게 만드는법 ,삼선볶음밥,중국집은 고슬고슬하게 잘 볶은 볶음밥이 인기가 많지만 그중에서도 삼선볶음밥은 오징어 새우 해삼 등 재료를 듬뿍 넣고 만든 프리미엄 요리 입니다  ,25,[재료] 공기밥 2개| 계란 3개| 새우 30그램| 오징어채 30그램| 해삼 채 30그램| 부추 1줌| 양파 50그램| 당근 50그램| 피망 채 50그램 [양념] 식용유 4큰술| 꽃소금 1작은술| 미원 1작은술| 참기름 1큰술| 대파 채 2큰술| 당근 몰 1큰술,2인분,초급,15분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/61/61_recipe_img.jpg
62,16,새우볶음밥,6891445,계란 새우볶음밥 만들기 굴소스로 쉽게 만들어요 ^^,계란새우볶음밥,오늘은 주말에 간단히 만들어 먹기 좋은 맛보장 레시피 하나를 소개해드릴게요.  바로 굴 소스로 휘리릭 볶아 감칠맛이 살아있는 계란 새우볶음밥 레시피랍니다 :),13913,[재료] 밥 2공기| 양파 1/2 개| 대파 1/2 대| 당근 1/3 개| 계란 3개| 굴소스 1 큰 술| 소금 약간| 참기름 1 큰 술| 후춧가루 약간| 통깨 적당량,2인분,초급,15분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/62/62_recipe_img.jpg
63,16,새우볶음밥,6896028,중국집 볶음밥 부럽지 않은 백종원 새우볶음밥 레시피,새우볶음밥,중국집에서 볶음밥을 좋아하는데 매번 중국집에 갈수 없으니 집에서 백선생님이 알려주신 레시피로 만들어 먹어보세요.,10576,[재료] 계란 2개| 대파 1/2개| 냉동새우 8마리| 간장 1t| 참기름 1t| 통깨 살짝,2인분,아무나,10분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/63/63_recipe_img.jpg
64,16,새우볶음밥,6874928,굴소스 새우볶음밥 만드는 법   아이도 신랑도 좋아해요~,굴소스새우볶음밥,요즘 신랑이 도시락을 볶음밥으로 만들어달라고해서  여러가지 볶음밥종류로만 싸가지고 다니고있어요 ,5916,[재료] 다진대파 1주먹| 당근 1/3개| 호박 1/4개| 양파 1/2개| 달걀 1개 [간맞추기] 굴소스 1T| 공기밥 취향것| 후추 톡톡| 소금 1꼬집| 진간장 1T,2인분,아무나,15분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/64/64_recipe_img.jpg
65,16,새우볶음밥,6882161,집에서 새우볶음밥 만드는 법,새우볶음밥,남편이 요즘 매일 늦어요~ 그래서 오늘도 느즈막히 만들어둔 남편 야식! 냉동실에 있는 새우살로 새우볶음밥 만들어줬어요. 계란 새우 파만 있으면 집에서 새우볶음밥 만드는 법 정말 쉽거든요~  저만의 새우볶음밥 만드는 법 알려드릴게요!,1864,[재료] 밥 1공기| 계란 1알| 새우살 20개가량| 대파 1/2대| 홍고추 1개| 후추 톡톡| 굴소스 1스푼,1인분,초급,15분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/65/65_recipe_img.jpg
66,16,새우볶음밥,6875404,간단 새우볶음밥~*,새우볶음밥, 새우살이 탱글 탱글~ ,1421,[재료] 손질된새우 8마리| 양파 작은 1/2개| 대파 조금| 파프리카 조금| 당근 조금 [양념] 굴소스 1큰술| 버터 1티스푼| 카놀라유 적당량| 후추 톡톡,1인분,아무나,10분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/66/66_recipe_img.jpg
67,17,알밥,6881895,반찬하기 싫은 날 간단한 우리집 저녁~ 김치알밥,김치알밥,냉동실에 잠자고 있던 날치알이 문득 생각나 간단하게 김치알밥으로 저녁 해결~~ 톡톡 터지는 식감이 재밌어요^^,2715,[재료] 밥 3공기| 날치알 5-6스푼| 상추 6-7장| 잘게썬 김치 1+1/2줌| 김밥단무지 4개| 김가루 적당량 [양념] 김치양념-들기름(참기름)1스푼| 설탕 1/2스푼| 참깨 1/2스푼| 고춧가루 1스푼 [뚝배기바닥에바르는용도] 들기름(참기름) 1/3스푼,3인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/67/67_recipe_img.jpg
68,17,알밥,3952134,누룽지 알밥,누룽지알밥,오늘은 씹을수록 구수한 맛이나는 누룽지 알밥을 소개해 드리려고 합니다.,707,[재료] 알| 김치| 맛살| 햄| 밥 [양념] 들기름,1인분,아무나,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/68/68_recipe_img.jpg
69,17,알밥,4511333,알이 톡톡 고소한 알밥,알밥,오늘은 날치알이 톡톡 터지는 재미있는 식감의 알밥 만들어볼께요.,680,[재료] 날치알| 당근| 햄| 오이| 김치| 설탕 1/2큰술| 참기름 1큰술| 단무지| 양파| 김가루| 레몬즙,1인분,아무나,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/69/69_recipe_img.jpg
70,17,알밥,6839259,날치알 알밥,날치알밥,다홍빛의 날치알을 듬뿍 올린 날치알밥이예요. 여기에 새콤함을 더해줄 단무지와 각종 채소를 더해 식감을 살렸답니다. 색다른 밥을 먹고 싶을때 각종 채소와 날치알을 곁들여 만들어보세요. 된장국과 함께 곁들이면 알밥 정식으로 더욱 맛있답니다. ,660,[재료] 날치알 4큰술| 청주 ( 날치알이 잠길 정도) 밥 3분의 2공기| 당근 약간| 단무지 약간| 배추김치 2-3 줄기| 설탕 약간| 무순 약간| 참기름 1/2작은술,2인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/70/70_recipe_img.jpg
71,17,알밥,6854518,뚝배기속 지글지글 알이 톡톡♥ 뚝배기알밥,뚝배기알밥,톡톡터지는 알이 매력있어♥ 알밥 한끼 하실래용?  세상의 모든 레시피 만개의레시피,541,[필수재료] 밥 1공기| 날치알 2큰술| 다진김치 3T| 다진 햄 3T| 다진 맛살 3T| 다진 단무지 3T| 김가루 3T| 무슨 1/2줌| 달걀 1개 [양념] 청주 1T| 참기름 1T| 고추장 1T,1인분,아무나,10분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/71/71_recipe_img.jpg
72,18,산채비빔밥,6885348,산채비빔밥과 약고추장 만드는 법,산채비빔밥,산채비빔밥과 약고추장 만드는 법 지난 정월대보름 음식 묵나물에다 약고추장을 넣어 쓱쓱 비벼봤어요. 산채비빔밥은  정성이 들어간 귀한 묵나물로 만든거라  건강에도 좋고 맛도 좋아요.,96,[고추잎나물 ] 고춧잎나물 300g| 진간장 2큰술| 다진파 1큰술| 마늘 1큰술| 들기름 2큰술| 생들깨가루 2큰술| 식용유 1큰술 [아주까리나물] 아주까리 330g| 진간장 2큰술| 마늘 1큰술| 다진파 1큰술| 들기름 2큰술| 생들깨가루 1큰술| 식용유 1큰술 [가지나물] 가지 250g| 진간장 2큰술| 소금 0.5작은술| 마늘 1큰술| 다진파 1큰술| 깨소금 2큰술| 참기름 2큰술| 올리고당 1큰술| 식용유 1큰술 [취나물] 취나물 310g| 진간장 3큰술| 다진파 1큰술| 마늘 1큰술| 깨소금 2큰술| 참기름 2큰술| 식용유 1큰술 [호박고지] 호박 330g| 진간장 2.5큰술| 마늘 1큰술| 다진파 1큰술| 깨소금 2큰술| 참기름 2큰술| 식용유 1큰술 [고사리] 고사리 300g| 진간장 3큰술| 마늘 1큰술| 다진파 1큰술| 깨소금 2큰술| 참기름 2큰술| 식용유 1큰술| 후추 약간 [약고추장] 쇠고기다진것 270g| 고추장 12큰술| 올리고당 2큰술| 참기름 2큰술,6인분이상,초급,60분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/72/72_recipe_img.jpg
73,18,산채비빔밥,6444047,산채비빔밥,산채비빔밥,봄이 주는 산채 나물들은 항암작용  혈당조절  혈관계 질환 예방 등에 효과적이며 5월의 약용 음식으로 대표할만한 음식입니다.,39,[재료] 봄산채나물| 무채나물| 현미밥 [양념] 간장 2큰술| 참기름 2큰술| 깨소금 1작은술| 고추장 3큰술,1인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/73/73_recipe_img.jpg
74,19,오므라이스,6882172,집에 있는 재료로 간단하게~ 오므라이스,오므라이스,고등학생 때 처음 오므라이스를 만들었는데 그때 그 맛을 못 잊고 가끔 해 먹는 레시피랍니다ㅎㅎ 남편도 좋아해요~^^,36498,[재료] 햄 100g| 양파(대) 1/2개| 당근 1줌| 감자(중) 1/2개| 파(잎위주) 1/2대| 식은 밥 2인분| 케찹 1T| 소금 1/2T| 후추 약간| 계란 4개 [양념] 돈가스소스 6T| 케찹 3T| 올리고당 3T| 굴소스 1T| 물 100ml,2인분,아무나,15분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/74/74_recipe_img.jpg
75,19,오므라이스,6836718,오므라이스 황금레시피,오므라이스,주말되면 점심에 간단하면서도 맛있는거 먹고 싶잖아요~ 이럴때 필요한 건 바로 볶음밥이 아니지 싶어요. 오늘은 간단하면서도 맛있게 만들 수 있는 요리로 선택했는데요. 오므라이스 황금레시피 꿀팁 대박 방출합니다~ !!!,15627,[재료] 계란| 당근| 양파| 감자| 호박| 밥 [소스] 케첩 7큰스푼| 돈까스소스 5큰스푼| 올리고당 2스푼| 물 130ml| 후추| 마요네즈,1인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/75/75_recipe_img.jpg
76,19,오므라이스,6858424,[한그릇레시피]오므라이스 만드는법 오므라이스 소스 ,오므라이스,한그릇에 내놓으면 되는 한그릇 레시피라 간단하고~  ?  또한 냉장고 털기 할때 좋답니다!? ,5067,[재료] 밥 2공기| 양파 1/2개| 감자 1/2개| 호박 1/5개| 당근 1/4개| 계란 3개| 스팸 1/2개| 표고버섯 2개| 소금 약간| 후추 약간| 식용유 적당량 [오므라이스소스재료] 물 10스푼| 굴소스 2스푼| 케찹 10스푼| 돈까스소스 10스푼| 올리고당 2스푼,2인분,아무나,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/76/76_recipe_img.jpg
